11	839.3446126	1970.118446
12	832.1234453	2287.289768
13	830.1515868	2568.03598
31	1061.422482	1994.286117
33	1041.928016	2662.012053
41	1212.608405	2013.830031
52	1567.150179	2367.19798
53	1568.812861	2771.641002
71	2386.809929	2029.271699
72	2383.761357	2382.790831
73	2385.496027	2745.088493
91	2878.526556	2035.004944
92	2878.097077	2352.631578
